Timestamp,Elapsed_Seconds,Has_Fix,Latitude,Longitude,Altitude_m,Satellites,HDOP,Fix_Quality
2026-02-11 16:50:47,72.9,YES,39.008913,-104.881708,2171.4,17,0.6,1
2026-02-11 16:50:48,73.5,YES,39.008913,-104.881708,2171.5,17,0.6,1
2026-02-11 16:50:49,74.5,YES,39.008912,-104.881710,2171.4,17,0.6,1
2026-02-11 16:50:50,75.5,YES,39.008913,-104.881710,2171.3,17,0.6,1
2026-02-11 16:50:51,76.5,YES,39.008913,-104.881712,2171.3,17,0.6,1
2026-02-11 16:50:52,77.9,YES,39.008913,-104.881712,2171.3,17,0.6,1
2026-02-11 16:50:53,78.5,YES,39.008913,-104.881712,2171.3,17,0.6,1
2026-02-11 16:50:54,79.5,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:50:55,80.5,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:50:56,81.5,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:50:57,82.9,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:50:58,83.5,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:50:59,84.5,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:00,85.5,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:01,86.6,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:02,88.0,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:03,88.6,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:04,89.6,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:05,90.6,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:06,91.6,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:07,93.0,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:08,93.6,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:09,94.6,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:10,95.6,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:11,96.6,YES,39.008913,-104.881710,2171.2,17,0.6,1
2026-02-11 16:51:12,98.0,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:13,98.6,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:14,99.6,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:15,100.6,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:16,101.6,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:17,103.0,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:18,103.6,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:19,104.6,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:20,105.6,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:21,106.6,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:22,108.0,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:23,108.6,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:24,109.6,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:25,110.7,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:26,111.7,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:27,113.1,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:28,113.7,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:29,114.7,YES,39.008913,-104.881712,2171.2,17,0.6,1
2026-02-11 16:51:30,115.7,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:31,116.7,YES,39.008913,-104.881712,2171.1,17,0.6,1
2026-02-11 16:51:32,118.1,YES,39.008913,-104.881710,2171.2,17,0.6,1
2026-02-11 16:51:33,118.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:34,119.7,YES,39.008913,-104.881710,2171.2,17,0.6,1
2026-02-11 16:51:35,120.7,YES,39.008913,-104.881710,2171.2,17,0.6,1
2026-02-11 16:51:36,121.7,YES,39.008913,-104.881710,2171.2,17,0.6,1
2026-02-11 16:51:37,123.1,YES,39.008913,-104.881710,2171.2,17,0.6,1
2026-02-11 16:51:38,123.7,YES,39.008913,-104.881710,2171.2,17,0.6,1
2026-02-11 16:51:39,124.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:40,125.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:41,126.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:42,128.1,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:43,128.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:44,129.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:45,130.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:46,131.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:47,133.1,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:48,133.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:49,134.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:50,135.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:51,136.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:52,138.1,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:53,138.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:54,139.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:55,140.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:56,141.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:57,143.1,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:58,143.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:51:59,144.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:52:00,145.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:52:01,146.7,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:52:02,148.1,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:52:03,148.8,YES,39.008913,-104.881710,2171.1,17,0.6,1
2026-02-11 16:52:04,149.7,YES,39.008913,-104.881710,2171.0,17,0.6,1
2026-02-11 16:52:05,150.7,YES,39.008913,-104.881710,2171.0,17,0.6,1
2026-02-11 16:52:06,151.7,YES,39.008913,-104.881710,2171.0,17,0.6,1
2026-02-11 16:52:07,153.1,YES,39.008913,-104.881710,2171.0,17,0.6,1
2026-02-11 16:52:08,153.7,YES,39.008913,-104.881710,2171.0,17,0.6,1
2026-02-11 16:52:09,154.7,YES,39.008913,-104.881710,2171.0,17,0.6,1
2026-02-11 16:52:10,155.7,YES,39.008913,-104.881710,2171.0,17,0.6,1
2026-02-11 16:52:11,156.7,YES,39.008913,-104.881710,2171.0,17,0.6,1
2026-02-11 16:52:12,158.1,YES,39.008913,-104.881710,2171.0,17,0.6,1
2026-02-11 16:52:13,158.7,YES,39.008913,-104.881710,2171.0,17,0.6,1
2026-02-11 16:52:14,159.7,YES,39.008913,-104.881710,2171.0,17,0.6,1
2026-02-11 16:52:15,160.7,YES,39.008913,-104.881710,2171.0,17,0.6,1
2026-02-11 16:52:16,161.7,YES,39.008913,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:17,163.1,YES,39.008913,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:18,163.7,YES,39.008913,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:19,164.7,YES,39.008913,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:20,165.7,YES,39.008913,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:21,166.7,YES,39.008913,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:22,168.1,YES,39.008913,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:23,168.7,YES,39.008913,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:24,169.7,YES,39.008913,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:25,170.7,YES,39.008913,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:26,171.7,YES,39.008913,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:27,173.1,YES,39.008915,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:28,173.7,YES,39.008915,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:29,174.7,YES,39.008915,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:30,175.7,YES,39.008915,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:31,176.7,YES,39.008915,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:32,178.1,YES,39.008915,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:33,178.7,YES,39.008915,-104.881710,2171.0,17,0.6,2
2026-02-11 16:52:34,179.7,YES,39.008915,-104.881710,2171.1,17,0.6,2
2026-02-11 16:52:35,180.7,YES,39.008915,-104.881710,2171.1,17,0.6,2
2026-02-11 16:52:36,181.7,YES,39.008915,-104.881710,2171.1,17,0.6,2
2026-02-11 16:52:37,183.1,YES,39.008915,-104.881710,2171.1,17,0.6,2
2026-02-11 16:52:38,183.7,YES,39.008915,-104.881710,2171.1,17,0.6,2
2026-02-11 16:52:39,184.7,YES,39.008915,-104.881712,2171.1,17,0.6,2
2026-02-11 16:52:40,185.7,YES,39.008915,-104.881712,2171.1,17,0.6,2
2026-02-11 16:52:41,186.7,YES,39.008915,-104.881712,2171.1,17,0.6,2
2026-02-11 16:52:42,188.1,YES,39.008915,-104.881712,2171.1,17,0.6,2
2026-02-11 16:52:43,188.7,YES,39.008915,-104.881710,2171.1,17,0.6,2
2026-02-11 16:52:44,189.8,YES,39.008915,-104.881710,2171.1,17,0.6,2
2026-02-11 16:52:45,190.7,YES,39.008915,-104.881710,2171.1,17,0.6,2
2026-02-11 16:52:46,191.7,YES,39.008915,-104.881710,2171.1,17,0.6,2
2026-02-11 16:52:47,193.1,YES,39.008915,-104.881710,2171.1,17,0.6,2
2026-02-11 16:52:48,193.7,YES,39.008915,-104.881710,2171.1,17,0.6,2
2026-02-11 16:52:49,194.7,YES,39.008915,-104.881712,2171.1,17,0.6,2
2026-02-11 16:52:50,195.7,YES,39.008915,-104.881712,2171.1,17,0.6,2
2026-02-11 16:52:51,196.7,YES,39.008915,-104.881712,2171.1,17,0.6,2
2026-02-11 16:52:52,198.1,YES,39.008915,-104.881712,2171.1,17,0.6,2
2026-02-11 16:52:53,198.7,YES,39.008913,-104.881712,2171.2,17,0.6,2
2026-02-11 16:52:54,199.7,YES,39.008913,-104.881712,2171.2,17,0.6,2
2026-02-11 16:52:55,200.7,YES,39.008913,-104.881712,2171.2,17,0.6,2
2026-02-11 16:52:56,201.7,YES,39.008913,-104.881712,2171.2,17,0.6,2
2026-02-11 16:52:57,203.1,YES,39.008913,-104.881712,2171.2,17,0.6,2
2026-02-11 16:52:58,203.7,YES,39.008913,-104.881712,2171.2,17,0.6,2
2026-02-11 16:52:59,204.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:00,205.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:01,206.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:02,208.1,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:03,208.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:04,209.7,YES,39.008913,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:05,210.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:06,211.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:07,213.1,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:08,213.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:09,214.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:10,215.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:11,216.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:12,218.1,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:13,218.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:14,219.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:15,220.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:16,221.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:17,223.1,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:18,223.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:19,224.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:20,225.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:21,226.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:22,228.1,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:23,228.7,YES,39.008915,-104.881712,2171.3,17,0.6,2
2026-02-11 16:53:24,229.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:25,230.8,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:26,231.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:27,233.1,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:28,233.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:29,234.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:30,235.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:31,236.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:32,238.1,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:33,238.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:34,239.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:35,240.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:36,241.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:37,243.1,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:38,243.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:39,244.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:40,245.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:41,246.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:42,248.1,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:43,248.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:44,249.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:45,250.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:46,251.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:47,253.1,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:48,253.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:49,254.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:50,255.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:51,256.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:52,258.1,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:53,258.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:54,259.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:55,260.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:56,261.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:57,263.1,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:58,263.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:53:59,264.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:54:00,265.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:54:01,266.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:54:02,268.1,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:54:03,268.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:54:04,269.7,YES,39.008915,-104.881712,2171.2,17,0.6,2
2026-02-11 16:54:05,270.7,YES,39.008913,-104.881712,2171.2,17,0.6,2
2026-02-11 16:54:06,271.8,YES,39.008913,-104.881712,2171.2,17,0.6,2
2026-02-11 16:54:07,273.1,YES,39.008913,-104.881712,2171.3,17,0.6,2
2026-02-11 16:54:08,273.7,YES,39.008913,-104.881712,2171.3,17,0.6,2
2026-02-11 16:54:09,274.7,YES,39.008913,-104.881712,2171.3,17,0.6,2
2026-02-11 16:54:10,275.7,YES,39.008913,-104.881712,2171.3,17,0.6,2
2026-02-11 16:54:11,276.7,YES,39.008913,-104.881712,2171.3,17,0.6,2
2026-02-11 16:54:12,278.1,YES,39.008913,-104.881712,2171.3,17,0.6,2
2026-02-11 16:54:13,278.7,YES,39.008913,-104.881712,2171.3,17,0.6,2
2026-02-11 16:54:14,279.7,YES,39.008913,-104.881712,2171.4,17,0.6,2
2026-02-11 16:54:15,280.7,YES,39.008913,-104.881712,2171.4,17,0.6,2
2026-02-11 16:54:16,281.7,YES,39.008913,-104.881712,2171.4,17,0.6,2
2026-02-11 16:54:17,283.1,YES,39.008913,-104.881712,2171.4,17,0.6,2
2026-02-11 16:54:18,283.7,YES,39.008913,-104.881712,2171.4,17,0.6,2
2026-02-11 16:54:19,284.7,YES,39.008913,-104.881712,2171.4,17,0.6,2
2026-02-11 16:54:20,285.7,YES,39.008913,-104.881712,2171.4,17,0.6,2
2026-02-11 16:54:21,286.7,YES,39.008913,-104.881712,2171.4,17,0.6,2
2026-02-11 16:54:22,288.1,YES,39.008913,-104.881712,2171.4,17,0.6,2
2026-02-11 16:54:23,288.7,YES,39.008913,-104.881712,2171.4,17,0.6,2
2026-02-11 16:54:24,289.7,YES,39.008913,-104.881712,2171.4,17,0.6,2
2026-02-11 16:54:25,290.7,YES,39.008913,-104.881710,2171.4,17,0.6,2
2026-02-11 16:54:26,291.7,YES,39.008913,-104.881710,2171.4,17,0.6,2
2026-02-11 16:54:27,293.1,YES,39.008913,-104.881710,2171.3,17,0.6,2
2026-02-11 16:54:28,293.7,YES,39.008913,-104.881710,2171.3,17,0.6,2
2026-02-11 16:54:29,294.7,YES,39.008913,-104.881710,2171.4,17,0.6,2
2026-02-11 16:54:30,295.7,YES,39.008913,-104.881710,2171.4,17,0.6,2
2026-02-11 16:54:31,296.7,YES,39.008913,-104.881710,2171.3,17,0.6,2
2026-02-11 16:54:32,298.1,YES,39.008913,-104.881710,2171.3,17,0.6,2
2026-02-11 16:54:33,298.7,YES,39.008913,-104.881710,2171.4,17,0.6,2
2026-02-11 16:54:34,299.7,YES,39.008913,-104.881710,2171.3,17,0.6,2
2026-02-11 16:54:35,300.7,YES,39.008913,-104.881710,2171.3,17,0.6,2
2026-02-11 16:54:36,301.7,YES,39.008913,-104.881710,2171.3,17,0.6,2
2026-02-11 16:54:37,303.1,YES,39.008913,-104.881710,2171.4,17,0.6,2
2026-02-11 16:54:38,303.7,YES,39.008913,-104.881710,2171.4,17,0.6,2
2026-02-11 16:54:39,304.7,YES,39.008913,-104.881710,2171.4,17,0.6,2
2026-02-11 16:54:40,305.7,YES,39.008913,-104.881710,2171.4,17,0.6,2
2026-02-11 16:54:41,306.7,YES,39.008913,-104.881710,2171.4,17,0.6,2
2026-02-11 16:54:42,308.1,YES,39.008913,-104.881710,2171.4,17,0.6,2
2026-02-11 16:54:43,308.7,YES,39.008913,-104.881710,2171.4,17,0.6,2
2026-02-11 16:54:44,309.7,YES,39.008913,-104.881708,2171.4,17,0.6,2
2026-02-11 16:54:45,310.7,YES,39.008913,-104.881708,2171.4,17,0.6,2
2026-02-11 16:54:46,311.7,YES,39.008913,-104.881708,2171.4,17,0.6,2
2026-02-11 16:54:47,313.1,YES,39.008913,-104.881708,2171.4,17,0.6,2
2026-02-11 16:54:48,313.7,YES,39.008913,-104.881708,2171.4,17,0.6,2
2026-02-11 16:54:49,314.7,YES,39.008913,-104.881708,2171.4,17,0.6,2
2026-02-11 16:54:50,315.7,YES,39.008913,-104.881708,2171.4,17,0.6,2
2026-02-11 16:54:51,316.7,YES,39.008913,-104.881707,2171.4,17,0.6,2
2026-02-11 16:54:52,318.1,YES,39.008912,-104.881707,2171.4,17,0.6,2
2026-02-11 16:54:53,318.7,YES,39.008912,-104.881707,2171.4,17,0.6,2
2026-02-11 16:54:54,319.7,YES,39.008912,-104.881707,2171.4,17,0.6,2
2026-02-11 16:54:55,320.7,YES,39.008912,-104.881707,2171.4,17,0.6,2
2026-02-11 16:54:56,321.7,YES,39.008912,-104.881707,2171.4,17,0.6,2
2026-02-11 16:54:57,323.1,YES,39.008912,-104.881707,2171.4,17,0.6,2
